Region,Humidity (%),Soil Type,Temperature (°C),Terrain Type,Rainfall (mm),Wind Speed (km/h),Sunlight Hours,Water Availability,Crop Type,Soil Moisture (%),Evapotranspiration (mm/day),Irrigation Frequency (days),Rainfall Forecast (mm),Vegetation Index,Topography,Water Absorption Capacity,Irrigation System Type,Distance to Water Source (km),Recommended Irrigation Level,Daily Irrigation Water (m³)
Souss-Massa,43.04060942097191,Clay,39.92209354959199,Valley,206.74564574684007,40.60226192757796,10.992022160801938,Low,Citrus,36.79257512933871,8.73076919761774,14,139.08803373184205,0.6717737034719711,Flat,High,Drip,25.296795510393675,Medium,10.66019920120589
Oriental,86.41899881429,Silty,12.05068106985474,Plateau,250.74854776803184,49.47910961593892,6.04114033157667,Medium,Citrus,37.58478792232187,1.5228849904322586,8,91.5265348436227,0.7886700507507884,Steep Slope,High,Surface,32.980136084645736,High,7.488050163060328
Fes-Meknes,52.11681182728218,Silty,33.47321606007348,Plateau,393.1819683012066,22.009224030846784,5.348276539895503,High,Grapes,87.42584987499279,7.0378427403597215,11,142.08237207668265,0.6909607049077757,Gentle Slope,High,Surface,15.452029042659,Low,12.0
Draa Tafilalet,64.1886360330146,Clay,24.54458362431608,Valley,459.9510628299488,29.44909217945979,9.18076211187604,Medium,Dates,61.11825912663176,6.330981150562128,6,86.70111163072556,0.3285713430676035,Steep Slope,High,Subsurface,28.05236985383288,High,12.0
Tanger-Tetouan-Al Hoceima,54.10318726110772,Loam,41.691404224809546,Valley,360.8292747420787,49.6653597153899,7.769722269711121,Medium,Citrus,85.39578834174611,9.634910230907336,7,174.27300891143634,0.6601726578078192,Steep Slope,Low,Subsurface,5.962288690398151,High,12.0
Oriental,77.35186014717536,Sandy,17.671452097831608,Plateau,434.763041658665,19.2964258146582,6.380371051712741,Low,Barley,50.41565385317963,3.901027700210559,9,52.76709881278951,0.1377839975271071,Flat,Medium,Subsurface,38.97608977718205,High,10.87626094449038
Fes-Meknes,45.20780891221415,Loam,42.11336545306218,Coastal Plain,444.16731338938,36.22875288761938,10.056794742240974,High,Dates,83.84960232622304,6.159904189393622,5,13.65152671996297,0.6432249641764094,Gentle Slope,Low,Subsurface,47.04585275248845,Low,12.0
Oriental,51.57383768262312,Clay,36.73989672618401,Mountain,246.4395897720419,30.03064884552591,7.272318593280256,Medium,Citrus,52.86495130010163,8.323595834627183,1,90.13861010189105,0.3021406320798288,Gentle Slope,High,Subsurface,18.629165977856644,High,12.0
Tanger-Tetouan-Al Hoceima,79.21078789660028,Clay,16.401067781379343,Valley,414.1631230463729,8.748281994537328,9.67380680038892,Medium,Olives,74.78429651400057,4.366280192395353,12,95.20282038337292,0.5058531164053514,Flat,High,Sprinkler,26.192039073775263,Low,8.219519489927935
Draa Tafilalet,70.18880324019824,Sandy,20.71207193756616,Plateau,495.1630472634328,24.871643381653808,5.3249898568424205,High,Dates,140.83204586125638,2.1279062784852543,10,169.6462216181086,0.704657452639766,Gentle Slope,High,Subsurface,6.231396738615965,Low,10.633732217923196
Oriental,83.71948407269059,Sandy,13.368627189925071,Mountain,22.15490561916312,36.308320984958,6.81641395163097,High,Citrus,4.612074507367945,1.90408106805353,6,40.24906241949837,0.4693685182478856,Steep Slope,Medium,Sprinkler,27.448701950512973,Medium,3.7454787538932246
Draa Tafilalet,88.10579914673396,Silty,10.868326551489805,Coastal Plain,483.52770161415503,4.286148421464114,10.440117873818805,High,Barley,118.93582169643818,1.4223358018830596,11,111.02247425050706,0.6754410556470789,Gentle Slope,High,Drip,40.76901167502087,Medium,8.016470249238372
Oriental,71.7995283829095,Silty,19.691559140932817,Coastal Plain,3.011020184203184,33.674993040923454,6.177624825950362,High,Wheat,0.6615550401064675,5.656580878389384,8,144.56471863954064,0.3481929774239743,Flat,High,Sprinkler,9.880858686444524,High,5.999822800500481
Draa Tafilalet,48.20121714284856,Sandy,42.98202276849751,Valley,435.163796852346,48.43830197840966,6.635131807780548,Low,Almonds,123.64511366705868,6.907036275419325,12,92.64179094453668,0.8051793008481931,Gentle Slope,High,Subsurface,23.85851440324036,Medium,12.0
Draa Tafilalet,43.07089133505707,Sandy,39.85443891605478,Valley,309.0111393407562,15.075726761976677,9.939218313600897,Medium,Citrus,87.10014075672403,5.303075635070549,5,197.00024329158927,0.8913118008362332,Steep Slope,Medium,Sprinkler,25.09592180086329,Medium,12.0
Tanger-Tetouan-Al Hoceima,48.65556209508245,Loam,40.396286942432894,Plateau,272.63106362342864,34.11989094464146,9.212387832602676,High,Dates,57.33782615958111,8.485249719511504,2,79.05671610010276,0.4697824742195643,Flat,High,Drip,44.37036610964564,High,12.0
Rabat-Salé-Kénitra,68.45826948951735,Sandy,29.59874515010452,Coastal Plain,340.55474932212974,8.340087018541753,6.902454225965206,Low,Wheat,70.37925965880946,3.174840924572269,9,101.35087089556434,0.7128009605789941,Steep Slope,Medium,Subsurface,3.94564925291047,High,12.0
Marrakech-Safi,80.00325486121773,Silty,19.87148241763849,Valley,294.3037928469277,22.7052661617784,10.886462830244216,High,Olives,85.34222355792913,5.367089501007513,13,11.552963791497596,0.8207321556236397,Gentle Slope,Medium,Drip,47.17754509651851,High,7.38855039620096
Tanger-Tetouan-Al Hoceima,69.88013708380863,Silty,29.34616066588462,Valley,111.84638238235706,1.666439748812798,7.0259226639428025,Low,Barley,19.19243351820309,6.098168490401616,8,192.6248388841178,0.6832072583964592,Steep Slope,High,Sprinkler,13.931449515559104,Medium,11.769771443835875
Casablanca-Settat,69.06721204565281,Loam,25.473631117272262,Plateau,44.64294945896791,40.69903365863994,11.025389333096552,High,Tomatoes,4.523381280364021,5.234631064582868,3,171.1938414202598,0.5990563014280926,Steep Slope,Low,Sprinkler,3.301548210894449,Low,10.306334547398462
Draa Tafilalet,74.60578319377498,Sandy,25.10781169078864,Valley,384.3554543837071,5.589214955247101,9.756688244286371,High,Tomatoes,83.73237894973356,5.157371295547651,11,10.000679476593222,0.2234943829907007,Steep Slope,Low,Surface,22.436863158638687,High,11.376739009417104
Oriental,41.38553434427879,Sandy,43.47847121773032,Plateau,370.1822860780473,42.39422086587831,5.98721052699333,High,Dates,83.25593377630454,6.362851726270836,7,96.34542714769944,0.3145811322469248,Steep Slope,High,Sprinkler,8.443074301793605,Low,12.0
Oriental,79.94292668010249,Loam,14.256801173803298,Plateau,250.4647022082528,34.51313045927006,11.162399190005214,Medium,Wheat,50.797188037696806,2.652890229236025,6,115.16400457488054,0.841034290330985,Steep Slope,Medium,Sprinkler,3.9046131281028167,Low,9.51476639863955
Oriental,59.624361886283104,Clay,39.6523320650686,Mountain,140.3877036301216,18.60062205729849,8.715184154233096,High,Almonds,22.529946547807526,5.869211666281892,14,91.86822212178664,0.2067389230167371,Flat,High,Subsurface,39.85164749030414,Low,9.641687685042449
Oriental,66.83945737142002,Clay,22.130229575652272,Coastal Plain,136.12717969223303,41.20438060853719,11.732450820511197,High,Almonds,16.257738150200463,5.541032301527743,6,58.621336024475326,0.1075025679151032,Steep Slope,Medium,Subsurface,30.490976425116603,Low,10.8063347712339
Fes-Meknes,62.428469030295865,Sandy,36.69283955646493,Valley,341.22521009520005,17.758309569535424,6.172381601833685,Low,Dates,61.68754302510442,5.095504295824803,5,78.76054883850026,0.5714625479970527,Gentle Slope,Medium,Drip,15.70053339216618,High,12.0
Oriental,78.37259109487647,Sandy,14.887481557335429,Coastal Plain,421.38271807515054,30.434506460017737,9.893905911744046,Medium,Tomatoes,48.95237181090806,4.3268417240340655,1,152.06983926129843,0.777540205806651,Gentle Slope,Medium,Subsurface,10.58471384007312,Low,12.0
Tanger-Tetouan-Al Hoceima,81.805472083683,Loam,13.250081553023245,Coastal Plain,244.031229956736,41.83830551274771,10.754963378707902,Low,Citrus,67.02013771957894,2.8580011140792667,4,39.74924648505967,0.8890396005388052,Flat,Low,Surface,31.77604720632008,High,8.891623799118161
Oriental,52.481345702542846,Silty,36.93600529531562,Plateau,57.92601915068379,3.8290465683806896,8.373770117340644,Medium,Grapes,12.972264170456487,6.467429579646602,4,192.66491100390945,0.881656145271051,Flat,Low,Drip,39.416168117968105,Low,12.0
Tanger-Tetouan-Al Hoceima,79.32795593860963,Clay,15.18988882635706,Mountain,381.8415502248637,3.972284014944749,8.66044118281967,High,Dates,42.1794641729329,3.963000340198579,4,165.286204551574,0.6198342722709383,Steep Slope,Medium,Surface,40.83627043912903,Low,12.0
Rabat-Salé-Kénitra,73.13267125137821,Sandy,22.38670391899005,Valley,67.69102165472802,10.206114227904884,5.024965028757162,Low,Wheat,9.738248495924552,2.8013041346756355,14,173.25668052684227,0.8309521388293994,Gentle Slope,Low,Drip,28.3288837826634,High,4.397658837429435
Draa Tafilalet,85.30468474692333,Sandy,11.794461636210364,Mountain,424.3397823542783,35.12957159659278,11.386111588958386,Low,Almonds,87.35968771969965,1.9889786569604395,7,141.87628592258952,0.8101463240186266,Flat,High,Subsurface,1.543546051911763,High,12.0
Marrakech-Safi,42.4718357858453,Silty,44.09109287402224,Coastal Plain,216.9040182591634,29.486441273294005,5.11282113141435,High,Tomatoes,45.064693840544,9.866210624201395,13,179.63040845062474,0.6068212691146329,Gentle Slope,Medium,Subsurface,28.665965214256303,High,11.977341609251496
Oriental,61.8478039716352,Loam,26.18868948824052,Valley,263.6433620168421,14.037097647132908,9.891078482652652,Low,Barley,32.88444914866621,5.48640109420535,6,15.937402557733504,0.8740652855059293,Flat,High,Subsurface,45.224637598158445,Low,12.0
Casablanca-Settat,71.67546128469327,Clay,24.18137363303364,Coastal Plain,7.611235745745404,30.0776824821759,10.47019409375664,High,Barley,1.0928949358778284,5.345198005930028,5,107.8427385838598,0.3225897437536312,Steep Slope,High,Drip,36.75308366031404,Low,9.23384321728613
Casablanca-Settat,57.8736478334465,Silty,37.66453376117236,Coastal Plain,416.0441588404153,41.82381903082049,11.79228670846112,High,Citrus,58.48974759705626,8.892895765557615,13,103.44903852820366,0.3597796425028791,Gentle Slope,High,Sprinkler,30.406869809677296,High,12.0
Souss-Massa,37.59990871143661,Loam,41.85775954936092,Coastal Plain,103.50041577902256,7.752986070620671,7.471931526003887,Low,Olives,22.763534860845397,9.26244123332448,12,146.41487371510172,0.4401992339953018,Steep Slope,Low,Subsurface,48.34703187989997,High,11.23863051406252
Marrakech-Safi,57.1081087852293,Sandy,32.502592285626605,Valley,258.03091118048854,16.84392725694361,9.074216438450442,High,Grapes,55.88094249420481,7.441786975982065,9,162.11863355620582,0.2153224799879468,Gentle Slope,Medium,Surface,3.169355659057013,Medium,12.0
Tanger-Tetouan-Al Hoceima,74.59482417399954,Loam,18.626726835185767,Plateau,148.08715730080118,6.328251190699019,7.179258755438369,High,Almonds,42.45077633539886,2.681279244799052,7,146.73107053310434,0.3776617106811474,Gentle Slope,Medium,Subsurface,12.354236324531312,Low,8.593354704585435
Oriental,71.36588199531815,Loam,19.16914474974812,Valley,29.253575724718207,24.606699619867,6.430788405634559,Low,Dates,4.398961178374121,3.5439989635313576,8,36.72594553526469,0.6384106436082571,Gentle Slope,High,Drip,45.55520208285503,Medium,5.911549580166045
Fes-Meknes,74.43801293870939,Silty,19.47568063476064,Coastal Plain,193.34574731939404,11.565990045242442,5.901451288342242,High,Olives,24.779002218719302,3.528480295010885,9,6.298768015107514,0.567574009130429,Steep Slope,Low,Drip,19.98684195201004,High,8.013753902792509
Fes-Meknes,63.160916082451294,Silty,25.307645204691514,Mountain,330.36448507458715,34.44565088494077,11.841336480192863,Medium,Tomatoes,50.74955513734049,4.9367693905685375,7,103.53408179354756,0.5358813822298585,Gentle Slope,High,Sprinkler,41.34030853339927,Medium,12.0
Oriental,67.84456483005718,Loam,23.15593841784858,Mountain,75.48249656514744,17.708483926012857,10.272688379987844,High,Citrus,16.21373226556553,6.585023445123173,3,176.38764915383766,0.8703288603355749,Steep Slope,Medium,Drip,10.759371593095896,Low,9.752800511153891
Marrakech-Safi,67.34803719393693,Silty,30.60411410176056,Mountain,254.9388273802033,11.83861307019517,6.335014828288674,High,Olives,55.05280049007216,8.365559123878352,7,180.4910775832436,0.6715469249089571,Steep Slope,High,Sprinkler,19.00593586782232,Medium,12.0
Draa Tafilalet,72.4056079948495,Silty,24.97543301985469,Mountain,55.92997317316123,31.885571194335675,5.39613593321516,Low,Citrus,16.748454559193963,2.8916258064395786,3,4.023623591028946,0.2148189840660534,Flat,Low,Sprinkler,26.679154441597667,Medium,9.18701717884232
Rabat-Salé-Kénitra,75.1217763253491,Silty,23.077428646334447,Coastal Plain,120.2744241072935,21.084685685909086,11.80391377487333,Medium,Tomatoes,31.25246462556898,2.5205399492656024,11,54.811968862235474,0.2514436759111845,Steep Slope,Low,Sprinkler,41.68511019844995,Medium,7.445686255573426
Souss-Massa,73.32605836343564,Silty,26.005492929891428,Plateau,291.38255672177223,49.97052939283185,11.390234308374778,Medium,Wheat,73.88528485182289,6.552609280757502,4,115.23464016590808,0.414601318878986,Steep Slope,Medium,Subsurface,18.052203216876112,High,12.0
Casablanca-Settat,84.27867489751523,Loam,11.630297973028956,Plateau,292.5915707492067,3.434234310969436,10.749532548684105,Medium,Dates,29.49189726442252,2.3978871366942083,14,130.25676887859694,0.746075769153176,Gentle Slope,High,Sprinkler,42.989639325787216,Medium,5.213658087087468
Casablanca-Settat,82.2897812253361,Silty,17.15633520691514,Mountain,169.02120799851988,19.352770630104327,7.328453728363549,Medium,Dates,35.077054391391535,5.104735474927774,11,29.53931268315908,0.1503161758851176,Steep Slope,Low,Sprinkler,1.5798013894099014,Low,5.723797088649388
Casablanca-Settat,78.20434872068641,Sandy,21.29850741998452,Mountain,56.88086085543831,28.91033326490092,6.429729604411664,High,Citrus,7.701095472061773,5.039617914526184,10,82.72534005517834,0.123633278413587,Flat,Medium,Subsurface,15.578553872349334,Low,5.846179802088216
Marrakech-Safi,85.16447072273724,Clay,10.11857467939237,Mountain,491.79916443907695,31.16853801104486,9.317093142505833,Medium,Citrus,137.53681578111883,2.584632796145424,4,74.1338514415024,0.8649911557677883,Flat,High,Surface,32.833676722774335,High,11.472904602852555
Marrakech-Safi,55.5870546431356,Sandy,35.597078331484504,Coastal Plain,349.56941485039954,10.364532179707616,11.055845629456076,Medium,Citrus,71.02768384712212,6.5750860800439765,3,165.9691407355628,0.6589003419077064,Flat,Medium,Sprinkler,20.74210756603887,Medium,12.0
Casablanca-Settat,75.35784735966644,Silty,21.651923368099112,Valley,137.01234701924292,5.476830248868564,5.99609297731085,Low,Dates,21.72171700645587,3.860997263926608,14,92.40664258295088,0.7592492743048309,Steep Slope,High,Surface,1.7899722495591632,High,5.071238473827127
Marrakech-Safi,45.407095407547295,Clay,44.522452842700936,Mountain,486.0914840935205,26.42410004797735,5.719221373775947,Low,Barley,89.7322214083235,8.627951594889396,12,69.67674859709012,0.2104877270424034,Gentle Slope,Medium,Sprinkler,8.400811223456031,Medium,12.0
Rabat-Salé-Kénitra,58.03887194204841,Silty,40.410477843878525,Valley,396.6198499202842,24.81388295287011,9.24942187546348,High,Barley,82.22435224463122,10.25885632573534,11,146.75705833293034,0.4103017694508781,Steep Slope,High,Surface,14.002389417427684,Medium,12.0
Fes-Meknes,39.49202716561926,Sandy,40.68967993880098,Plateau,135.34859046107383,33.72838255634933,10.450116058665266,Medium,Almonds,16.046440250407972,7.9320408679195165,5,113.55877237552046,0.4768300943450929,Flat,High,Drip,24.04258235951628,Medium,12.0
Casablanca-Settat,88.68598740516185,Silty,10.088464244116814,Valley,179.63845788227982,28.81853049277721,5.250148191161573,Medium,Citrus,19.252205731656574,2.064240748427681,13,68.4612631716202,0.2648836278697598,Flat,Low,Surface,8.466963765956073,High,3.605697655042648
Fes-Meknes,75.01875229897328,Silty,21.85050901795508,Coastal Plain,439.2224564755397,39.8177613396591,6.484217422645495,High,Barley,114.24450359252074,2.596638820566499,1,137.67131375301886,0.1589042181229683,Flat,Medium,Sprinkler,37.7034276576369,High,12.0
Fes-Meknes,77.30922485606234,Silty,19.4441708651883,Plateau,471.90235449586976,7.866153089382399,10.987123250829445,Low,Citrus,94.15262904001833,3.583102813129857,12,189.90028324601923,0.8563231934815052,Flat,High,Subsurface,2.9482955626464835,Low,9.220537394280464
Souss-Massa,50.31666059021655,Sandy,36.43000675406495,Coastal Plain,282.96687434602364,1.5514221209016132,5.835183394618773,High,Barley,79.93750150081567,9.121560591691908,13,61.37437455576445,0.576135929065434,Flat,Medium,Subsurface,22.89587450234736,Low,10.87821757940354
Marrakech-Safi,49.124870993507805,Sandy,43.71209243399958,Plateau,341.08841684975255,36.47855484285376,7.067466843436221,High,Tomatoes,87.97916481685918,10.054420102073246,4,74.21659045068397,0.7990842871818193,Flat,High,Subsurface,14.09933727354779,Medium,12.0
Tanger-Tetouan-Al Hoceima,36.62310979001122,Clay,43.55753253791429,Plateau,319.1378097100723,19.36718698290173,6.583954067582816,High,Tomatoes,42.30867237673064,4.778037070848422,1,104.36469302379692,0.242813037096535,Steep Slope,High,Surface,24.97032625326309,Medium,12.0
Souss-Massa,65.69228891626469,Loam,23.031823643488337,Coastal Plain,479.6675841419593,6.216828671973262,5.463985004626169,Low,Grapes,50.557255340541744,6.254236650591275,7,169.2476096525054,0.64955249590046,Flat,Medium,Subsurface,46.49721735595644,High,12.0
Casablanca-Settat,80.99741531775338,Loam,16.944025523600075,Mountain,29.23963180795569,42.63876020826146,10.61647770152547,Low,Almonds,3.364657544548262,4.686909581001483,12,127.40624510218102,0.4437171081926973,Gentle Slope,Low,Drip,11.37408522172353,Medium,3.85216212928015
Oriental,73.33712778452133,Sandy,19.56843713398225,Valley,360.12270038749097,23.85565158387144,5.27931639780162,Low,Almonds,97.36614247421431,5.4508405640330935,12,193.0612549228795,0.1302582076389662,Steep Slope,Medium,Surface,3.411288532832082,High,8.042768516413958
Rabat-Salé-Kénitra,69.2267700912021,Loam,30.306172942878685,Plateau,406.3650247157929,27.853842098721515,7.372253964350451,Low,Almonds,106.301534911912,4.264169995531594,8,134.39292963512878,0.6670758489593929,Flat,Medium,Subsurface,2.0828423766553934,Low,12.0
Oriental,45.8753226389924,Silty,36.16511226189387,Mountain,412.7761897088431,7.249788278223024,5.175681488478987,High,Dates,114.55432367543509,4.034449929681186,14,49.58760509706881,0.7039049880869056,Flat,Low,Surface,42.83279147907043,Low,11.222028049783445
Marrakech-Safi,51.32119180784926,Silty,33.697869018288785,Valley,286.9557030166989,10.764914866072306,6.901667646781103,Low,Tomatoes,37.30989721050836,4.198185968837,7,43.40691413907412,0.4768065821961501,Flat,Low,Subsurface,20.25932251613301,Medium,12.0
Tanger-Tetouan-Al Hoceima,38.01680245862197,Sandy,44.85968678311368,Mountain,140.43033333950618,34.72622483927882,11.571130356303629,Medium,Tomatoes,15.434305941492234,9.291333549195247,3,146.38840154001372,0.4720809689291219,Flat,Medium,Sprinkler,49.63703091829475,Low,12.0
Tanger-Tetouan-Al Hoceima,74.75197177565715,Silty,19.001199760854952,Plateau,64.9774520384605,40.84502973424417,6.074059204463422,Medium,Wheat,14.031926701789487,3.991625789450132,8,34.82194049307874,0.8287625506352593,Steep Slope,Low,Subsurface,12.94880138881631,Low,6.445208227910695
Souss-Massa,76.95442609472651,Silty,16.867547790960334,Plateau,305.4638113940144,26.480242703298057,6.182890866916916,Low,Barley,36.25191929227437,2.083527155411506,3,149.09493501688752,0.4042415278317884,Steep Slope,Medium,Subsurface,46.48706143690726,Medium,10.767575429286218
Souss-Massa,56.48304828847848,Clay,36.759730131998566,Plateau,61.20540334328345,2.361431983273377,9.504118646774211,High,Citrus,16.70120543737795,5.854706576576127,13,135.88212248622554,0.8737977460525416,Gentle Slope,High,Drip,36.61446300229417,Low,8.826469069788391
Marrakech-Safi,45.62206145235407,Clay,41.314993666446455,Valley,484.79516822730034,40.42699083484867,11.660420147843915,Low,Dates,99.08125104170604,10.797155742901388,6,78.77493228872387,0.2100529626205547,Gentle Slope,High,Surface,12.74570892194297,High,12.0
Casablanca-Settat,46.34246957884117,Silty,41.16477713227078,Mountain,229.20691589609888,0.484758416718728,6.184611616300888,High,Dates,67.02273642350404,6.215330415798735,1,69.49661088710009,0.1309144894555835,Flat,High,Surface,41.44358146120184,Medium,12.0
Rabat-Salé-Kénitra,58.765281955866094,Sandy,33.45922903896571,Mountain,343.118014057909,46.86996377889306,6.964715971822344,Low,Almonds,78.39069572271352,8.524176443561432,14,53.14172413852481,0.624395719929734,Flat,High,Surface,23.579236327732072,Medium,10.166445135357623
Casablanca-Settat,53.23081737541419,Silty,33.78862958992222,Plateau,497.8741135297648,29.573994303720408,6.506098762775288,Medium,Wheat,114.10649739161931,3.4923918784394963,2,155.37333138036226,0.369758200682201,Steep Slope,Medium,Subsurface,23.988464429325248,Medium,12.0
Fes-Meknes,79.09412621413708,Loam,17.303366857905715,Coastal Plain,401.2510169327201,16.699210913300078,10.476376204167757,High,Almonds,101.95262133007192,3.095229948170403,10,166.80761592473127,0.1154419875790927,Gentle Slope,High,Drip,8.1979457650399,Medium,10.281567493734048
Fes-Meknes,84.48968638696307,Silty,15.44866439396914,Mountain,39.060715394872105,25.19793188423392,5.70577735237612,High,Citrus,9.639726775083256,4.092114449081639,10,79.13344998052301,0.3391311185802488,Gentle Slope,Medium,Subsurface,45.42470172201323,Medium,3.539836583789316
Oriental,78.73265028840719,Silty,14.413594359559326,Coastal Plain,166.91576185103602,21.05425671693099,9.574908395806698,Low,Citrus,19.216070926438192,4.124786666630637,14,68.67642418545081,0.1241134117666948,Flat,High,Subsurface,12.668847354013794,High,4.068899161279374
Fes-Meknes,72.38081001054648,Clay,21.932074321723164,Plateau,39.74587417634373,45.925507534427496,6.314889019741814,High,Citrus,8.974267403947465,4.769200360459033,10,93.98160588040308,0.5183708496512421,Flat,Low,Surface,38.62910568179557,Medium,5.781005991775072
Tanger-Tetouan-Al Hoceima,50.31149601522712,Sandy,38.68033286276439,Mountain,15.779774530666812,1.3658286362718486,9.938542379353036,High,Dates,4.316812215591594,7.046573830020344,10,159.71952961451382,0.1997070495224975,Gentle Slope,Medium,Sprinkler,8.843889005440841,Low,11.630291201615204
Draa Tafilalet,76.3612296233317,Loam,16.068060486512785,Coastal Plain,417.2859784354736,46.03442205848477,8.864304198106925,Medium,Grapes,73.13054142634995,3.205426976290213,11,54.6325175390356,0.7390121641747107,Gentle Slope,High,Drip,8.306392741647624,Low,8.75645962751387
Fes-Meknes,63.51498004178211,Clay,35.69374433083944,Coastal Plain,365.6451930329441,27.55002428807221,5.999138491042168,Medium,Citrus,106.87205130692668,5.630413174376616,8,192.15067612610167,0.4953036956626128,Gentle Slope,High,Subsurface,1.415387073248376,Medium,12.0
Souss-Massa,80.90569052982929,Loam,15.534642600177762,Valley,159.6501601633786,45.21331542429343,8.462083086319689,Medium,Dates,47.47200707435091,3.614687114989883,13,1.4951172937139434,0.6321457725877031,Steep Slope,Low,Sprinkler,26.85701823310943,Low,4.4542284026594565
Casablanca-Settat,73.50137901144805,Clay,24.06645477845884,Mountain,404.8261660352259,12.0650821127482,8.323163304911105,Low,Barley,43.54572363512023,4.1467049411148045,2,25.403788055813425,0.7116282568320379,Steep Slope,Low,Subsurface,15.391499804889053,Medium,12.0
Draa Tafilalet,61.1284292976031,Silty,28.518614368115347,Valley,227.03262816600605,47.6885370038002,9.679640338717936,Low,Grapes,47.69933126769561,7.78394042040082,8,197.1855648954081,0.4095231769528189,Flat,Low,Surface,23.665169665998,Medium,12.0
Souss-Massa,73.86925752385557,Sandy,20.17603530617359,Mountain,486.3138706982095,17.97357881446708,10.915340990072014,Low,Dates,62.17923605569069,5.424089007914765,6,184.2382905095725,0.4513690061830416,Steep Slope,Low,Subsurface,29.5219116143424,Medium,12.0
Oriental,76.15407489216804,Sandy,17.52049108471971,Coastal Plain,341.6627162679424,17.607394452775836,8.182050019312182,High,Grapes,81.95173205671547,4.336275135736322,6,114.76768970671468,0.3813699821151033,Flat,Low,Subsurface,22.77950928393797,Medium,12.0
Marrakech-Safi,71.12457610398971,Sandy,19.36291500738533,Mountain,10.382044862230488,26.576839847699496,9.419126441297475,High,Tomatoes,1.9283091329879072,5.193884686024849,5,10.97494624373956,0.6108825920961722,Steep Slope,High,Surface,34.12023035103258,Medium,6.903507891509039
Fes-Meknes,66.53023998398149,Loam,26.725697699295573,Mountain,235.79733613839687,23.553373887257035,7.015235418666487,Low,Almonds,67.85459581876577,3.145963321488947,7,152.78749708543032,0.4591474269779463,Gentle Slope,Medium,Subsurface,27.92824050487552,Medium,12.0
Tanger-Tetouan-Al Hoceima,68.80517953552248,Loam,24.09637665616047,Mountain,64.7768688802478,28.66213324240029,5.325979403916261,High,Olives,13.84100053741191,2.6237154067638464,7,106.62664998072286,0.6066770155854749,Flat,Medium,Drip,49.39874287979772,Medium,8.963138987098814
Casablanca-Settat,51.16549041863578,Sandy,39.24374254438584,Valley,55.3008757412885,35.13732872445382,9.454175708774796,Low,Grapes,15.53054153152113,9.09287554990629,13,61.59830229972811,0.2946065579959281,Flat,Medium,Drip,12.921847744820438,Low,9.383134255448365
Tanger-Tetouan-Al Hoceima,42.127581101204136,Loam,39.09634249498374,Mountain,125.25079844235164,26.01593041219192,10.257083386180309,High,Citrus,29.640715918293637,9.552911101550762,6,17.152452633510794,0.6118789971174381,Flat,Low,Drip,39.40486669089133,Medium,12.0
Tanger-Tetouan-Al Hoceima,37.10523968024616,Loam,42.64204880087759,Coastal Plain,29.30948530679023,32.82886277117981,5.633012656959603,Low,Citrus,6.468173454440956,9.493684130019696,3,110.44524654787104,0.5304494274794033,Flat,Medium,Subsurface,20.866438952138893,High,12.0
Tanger-Tetouan-Al Hoceima,62.446144706719934,Silty,26.46767776473145,Valley,335.4288516653477,46.96238614375544,8.4959931789849,Low,Almonds,75.41015874591437,5.278549059450298,3,113.35488099406564,0.1706225307203425,Steep Slope,Medium,Sprinkler,44.85692612308683,High,12.0
Oriental,69.93193481494662,Sandy,21.366271313852067,Mountain,471.6898594973755,1.4721257372415752,5.707854379504328,High,Olives,48.73206764658215,2.9377261370200567,12,164.61871825652747,0.5092936560970912,Steep Slope,High,Surface,38.81589610108984,Medium,9.08920640874736
Souss-Massa,72.2978406640809,Clay,20.93769099448209,Mountain,494.6823212759314,49.22407415691566,8.287786973573194,Medium,Barley,96.80804921698991,6.18376399809747,10,146.86141211002234,0.398591965852098,Steep Slope,Low,Drip,31.997289412108085,Low,11.152606074215068
Fes-Meknes,47.810256763485405,Loam,38.20748536953755,Valley,32.21881277634614,3.0205995847247094,10.27128697421156,Medium,Almonds,5.4288419959765575,7.845671512409016,6,58.542200462075854,0.8229610483185219,Steep Slope,Low,Sprinkler,48.73711500802016,Medium,12.0
Marrakech-Safi,54.80281937954862,Loam,30.624511643298035,Valley,139.7855026852847,46.9394132106538,5.420158207872259,High,Olives,27.031569017398155,8.972190001101644,12,146.68151676261024,0.1128651216033779,Gentle Slope,Low,Sprinkler,22.80816257258986,Medium,8.34657926145705
Oriental,87.75316799270526,Clay,11.90828956073979,Valley,247.41953390993743,41.87926115603896,10.7884550707788,Medium,Wheat,64.02234802725636,2.077642595394477,5,44.61002448591742,0.3502433689812796,Gentle Slope,Low,Sprinkler,8.827759975839047,Medium,8.858744857213692
Casablanca-Settat,79.63003352874594,Sandy,17.758234508058592,Valley,425.5517229825728,33.15510175225845,11.332223614622103,High,Dates,72.72210607418201,2.0324066864451904,7,44.98685306821613,0.805576264274895,Flat,Low,Sprinkler,25.2888702858348,High,12.0
Oriental,87.91977220032379,Clay,11.730660283777157,Plateau,369.27493718505474,5.238192884055942,6.234853102489034,Low,Dates,54.87425449327817,2.7893396056842312,11,85.19103033938808,0.7822526703826542,Steep Slope,High,Surface,5.031391314883916,Medium,7.071083309250732
